query,intent
결혼식장 벌써 차있더라 발품을 더 팔아보세요.,4
결혼은 타이밍인가? 결혼뿐만 아니라 인생은 타이밍의 연속이예요.,4
결혼은 하고 싶은데 며느리는 되기 싫어 그럼 어머니가 없는 남자를 만나서 결혼하세요.,4
결혼은 현실이지? 400퍼센트 현실입니다.,4
결혼을 앞두고 있습니다 좋으면서 복잡하겠어요.,4
결혼이야기를 꺼내고 싶은데 어느 분위기에 꺼내는게 좋을까? 미래에 대해 이야기해보세요.,4
결혼적령기가 언제야? 내가 결혼할 때가 결혼적령기예요.,4
결혼적령기가 지나가는 거 같아 내가 결혼할 때가 결혼적령기예요.,4
결혼적령기가 지나면 결혼하기 힘들겠지? 내가 결혼할 때가 결혼적령기예요.,4
결혼전제로 만나고 있어 좋은 사람이랑 좋은 연애 하세요.,4
결혼준비하면서 과연 행복할까 고민돼 많이 싸우셨나봐요.,4
결혼하고 나서 애 낳기 싫어졌어 둘이 알콩달콩 잘 살면 되죠.,4
결혼하고 싶다 좋은 사람이랑 결혼할 수 있을 거예요.,4
결혼하는데 돈이 엄청 드네 스몰웨딩으로 준비하면 조금이라도 줄일 수 있을 거예요.,4
결혼하는데 보통 얼마 들어? 어떻게 준비하느냐에 따라 달라지겠죠.,4
결혼하는데 준비할 게 많네 인생에서 중요한 행사니까요.,4
결혼하면 안 좋은 점? 모든 함께할 수 있다는 거요.,4
결혼하면 좋은 점 말해줘 모든 함께할 수 있는 게 좋죠.,4
결혼하면좋을까 누구랑 하느냐에 따라 다르겠지요.,4
결혼한지 4년 됐는데 넘 좋아 계속 행복하실 거예요.,4
결혼한지 3개월 행복해 계속 행복하실 거예요.,4
결혼한지 반년인데 이렇게 행복해도 될까 싶어 충분히 즐기세요.,4
결혼할 사람이 나한테 거짓말한 거 같아 충격이 크시겠네요.,4
결혼해도 되는 건지 모르겠어 결혼 전에 고민이 많겠어요.,4
결혼해도 될까? 마음가는대로 해보세요.,4
결혼해서도 설렐까? 노력하면 얼마든지 가능해요.,4
결혼해서도 연애하는 것 같아 알콩달콩 부럽네요.,4
경제력 보는게 이기적인거야? 경제력도 한 부분이니 보는 게 당연하죠.,4
계속 그 사람 생각만 해. 자연스러운 현상이에요.,4
계속 그 사람한테 의지해도 될까? 의지해도 좋을 사람이라면 의지해도 돼요.,4
계속 그리워 그리워만 하지 말고 연락해보세요.,4
계속 사랑하고 싶다 예쁜 사랑하세요!,4
계속 살아도 될까? 당신의 인생은 당신만이 주인공이에요.,4
계속 생각하고 좋아하면 꿈에 나오려나. 생각을 자주하면 나올 수 있어요.,4
계속 좋아하는 거 무리일까요. 마음이 허락하는 한이라고 말할 수 있겠네요.,4
고마워. 감사합니다.,4
고맙다 감사합니다.,4
고민이 많은데 표현을 못하겠어 글로 적어보세요. 조금이나마 정리가 될 거예요.,4
고백 성공하길 바랄게요.,4
고백 받고 싶어 먼저 고백해보세요.,4
고백 받으면 기분 어떨까? 사랑하는 사람이니까 좋을 거예요.,4
고백 언제 하지 고백은 타이밍입니다.,4
고백 좀 하지 먼저 고백하는 것도 좋지만 슬쩍 호감을 표현해보세요.,4
고백도 못하겠어 고백도 용기가 필요해요.,4
고백은 어떻게 하는거야 솔직한 마음으로 다가가는 거죠.,4
고백조차 못해보고 끝났어 아직도 사랑한다면 용기를 내서 다시 시작해보세요.,4
고백하고 싶어 지금이에요.,4
고백하고 어색해지면 어떡하지? 그때 걱정해도 안 늦어요.,4
고백한 애가 연락이 느려. 바쁘거나 감정의 변화가 생겼을지도 모르겠어요.,4
고백한 애가 톡이 느려. 바쁜 상황일 수도 있어요.,4
고백한 애가 톡이 안와. 바쁘거나 감정의 변화가 생겼을지도 모르겠어요.,4
고백할 타이밍인 거 같아 성공하길 빌어요.,4
고백합니다 성공하길 바랄게요.,4
고백해도 될까? 당신의 마음이 정리되었다면 고백해보세요.,4
고백했는데 답장이 없어. 바쁘거나 거절의 의미일 수도 있겠어요.,4
고백했다 차이면 어쩌지? 진심으로 고백하면 좋은 결과가 있을 거예요.,4
고뱄했는데 너무 떨려. 충분히 그럴만 해요. 차분히 기다려보세요.,4
공공장소에서의 스킨쉽 어떻게 생각해? 보는 사람들을 생각해주세요.,4
공시 붙자 마자 결혼하재 외부 상황도 중요하겠지만 결혼할 마음이 생기면 해도 늦지 않아요.,4
공시 준비하는데 연애하면 안되겠지? 지금 뭐가 중요한지 객관적으로 생각해보세요.,4
공시생인데 연애 해도 될까? 공부랑 연애랑 둘 다 잘하고 싶은 욕심쟁이네요.,4
공휴일에 데이트하자고 해봐야지 지금 연락해보세요.,4
과묵한 타입인건가? 그게 매력포인트가 되기도 하죠.,4
과함 설렘 후에 지금은 안 설레 처음에 몰아서 설렜나봐요.,4
과함 설렘 후에 지금은 안 설레 초반에 너무 설렜나봐요.,4
관심을 받는다는거. 참 좋죠.,4
관심있는 여자애한테 의미있는 선물을 주고 싶은데 뭘 주면 좋아할까요? 필요한 게 뭔지 살펴보세요.,4
괜찮아 사랑이야 사랑이 모두 정답이 될수는 없어요.,4
괜찮은 사람 발견함. 여친 있는지 물어봐도 됨? 당장 물어보세요.,4
괜찮은 사람인지 어떻게 알 수 있을까? 충분한 대화를 나눠보는게 좋아요.,4
괜히 화가 나서 짝남한테 연락 끊자고 했어. 상처를 받지 않기 위한 선택이었을 거예요.,4
교양 듣는데 심남 있음. 썸 타고 싶다. 호감을 어느 정도 표현해보는 것도 좋을 것 같아요.,4
교양 듣는데 어떤 남자가 자꾸 쳐다 봐. 관심 있는 걸까? 호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,4
교양 듣는데 어떤 여자가 자꾸 쳐다봄. 썸 각? 호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,4
교회 오빠한테 눈이 가 성경 공부는 안하고 연애 공부하나봅니다.,4
교회에 좋아하는 여자애가 생겼어. 일요일이 기다려지겠네요.,4
교회에 좋아하는 오빠가 생겼어. 일요일이 기다려지겠네요.,4
구남친하고 헤어진지 얼마 안됐는데 다른 사람을 좋아하게 됐어. 사람은 사람으로 잊는 거예요.,4
구속을 너무 많이 해 그만큼 관심있고 열정적으로 사랑하나봐요.,4
구썸남 보고싶어. 썸으로 끝날 사이가 아니었네요.,4
구썸남 인스타에 좋아요 누름. 좋아요 정도는 괜찮을 거예요.,4
구썸남한테 연락하고 싶다. 후회하지 않는다면 연락해보세요.,4
구여친이랑 헤어진지 꽤 됐는데 좋아하는 사람이 없음. 조급하게 생각하지 않아도 된답니다.,4
구짝남한테 카톡했는데 읽씹해서 미련 없이 차단했어요. 그러는 편이 나을 거예요.,4
군대 때문에 헤어져야하는게 고민임. 현실적인 고민이네요.,4
군대가기 전인데 썸녀한테 고백해도 될까 상대방이 부담을 느낄지 생각해보세요.,4
군대를 기다리는게 너무 힘들어 군대 기다리는 건 큰 인내심이 필요하죠.,4
군인 남친 보고 싶어 조금만 참고 기다려보세요.,4
군인인데 여자친구 보고 싶어 조금만 참고 기다려보세요.,4
권태기 어떻게 해결해야할까. 연애 초기 데이트를 해보면서 극복해보세요.,4
권태기가 찾아온 이유? 편안하고 익숙해져서 그런 것 같네요.,4
귀찮으면 썸 끝인가 감정이 식었을 수도 있겠어요.,4
그 남자를 좋아해도 되는지 고민이야. 좋아하면 안되는 상황인가봐요.,4
그 사람 때문에 하루에도 몇 번씩 기분이 오르락 내리락 해. 그게 사랑의 증거가 되겠네요.,4
그 사람 생각에 잠이 안 와. 복잡한 마음이 가득한가봐요.,4
그 사람 이상형 알고 싶어 주변 사람들한테 물어보는 것도 좋을 것 같아요.,4
그 사람과 내 맘이 같을까? 같길 바라야죠.,4
그 사람은 나한테 관심이 없는걸까? 당사자만이 알 수 있어요.,4
그 사람이 나를 좋아하는 줄 알았는데. 아니어서 힘드나봐요.,4
그 사람이 나를 찾았으면 좋겠어 필요한 사람이 될 수 있을 거예요.,4
그 사람이 날 좋아하는 이유가 뭘까. 그 자체죠.,4
그 사람이 뭐하는지 궁금해. 뭐하냐고 물어봐봐요.,4
그 사람이 저를 그만 좋아하게 하는 방법 있을까요? 확실한 의사 표현을 하는게 좋겠네요.,4
그 애 앞에서 말을 잘 못하겠어 좀 더 편하게 대해도 좋을 것 같아요.,4
그 애도 내 생각을 할까? 연락해 보는게 좋을 거예요.,4
그 여자를 좋아해도 되는지 고민이 됩니다. 좋아해선 안되는 사람인가봐요.,4
그가 내 연락을 부담스러워하진 않을까. 덜 부담스럽게 연락하는 방법이 있는지 모르겠네요.,4
그게 잘 안되네. 마음이 쉽지 않죠.,4
그냥 결혼이나 할까? 도피성 결혼은 하지 않길 바라요.,4
그녀가 내 연락을 부담스러워할까? 덜 부담스럽게 연락하는 방법이 있는지 모르겠네요.,4
그녀가 지금 내 눈앞에 있습니다. 저랑 이야기할 때가 아니네요.,4
그녀는 나를 어떻게 생각할까? 아직은 잘 모르겠어요.,4
그녀는 내 마음을 알까? 표현하지 않으면 몰라요.,4
그녀는 내가 좋아하는 것을 이용하는 거야? 그렇다면 정말 나쁜 사람이네요.,4
그녀는 내가 좋아하는 이 상황을 즐기는 것 같아. 나쁜 사람일지도 모르겠네요.,4
그녀는 조금이라도 내 생각을 할까? 제가 생각해드릴게요.,4
그녀는 지금 무슨 생각을 할까? 직접 물어보는 게 좋겠어요.,4
그녀는 지금 뭐하고 있을까? 궁금하면 용기내서 연락해보세요.,4
그녀도 나를 좋아하는 줄 알았는데 아닌가봐. 가끔 헷갈리게 하는 사람이 있어요.,4
그녀도 나를 좋아했으면 좋겠는데. 그럼 더할 나위 없겠지요.,4
그녀도 내 생각을 할까? 연락해 보는게 좋겠어요.,4
그녀를 다시 찾았습니다 다행이네요.,4
그녀를 생각할 수록 내가 비참해져. 잘 이뤄지지 않았나봐요.,4
그녀와 같은 조가 하고 싶어. 먼저 다가가보세요.,4
그녀의 환심을 살 수 있는 방법이 뭐가 있을까? 그녀가 좋아하는게 뭔지 찾아봐요.,4
그는 나를 어떻게 생각할까? 글쎄요.,4
그는 내 마음을 알까? 표현하지 않으면 몰라요.,4
그는 내가 좋아하는 마음을 이용하는 걸까? 그렇다면 정말 나쁜 사람이네요.,4
그는 내가 좋아하는 이 상황을 즐기는 것 같아. 나쁜 사람일지도 모르겠네요.,4
그는 조금이라도 내 생각을 할까? 제가 생각해드릴게요.,4
그는 지금 무슨 생각을 할까? 연락을 해보세요.,4
그는 지금 뭐하고 있을까. 궁금하면 용기내서 연락해보세요.,4
그도 나를 좋아하는 줄 알았는데 아니었어. 가끔 헷갈리게 하는 사람이 있어요.,4
그도 나를 좋아했으면 좋겠다. 타이밍이 맞았으면 좋겠네요.,4
그를 생각하면 할수록 내가 비참해. 상황이 원하지 않는 방향으로 흘렀나봐요.,4
그를 좋아하면 내가 비참해지는거 아는데도 포기가 안돼. 비참한 사랑이라면 늦기 전에 정리하는게 좋아요.,4
그리울수록 아파 더 아프기 전에 찾아가보세요.,4
그사람 이상형 궁금해 주변 사람에게 물어보거나 직접 물어보세요.,4
그와 같은 조가 되고 싶은데 먼저 말해볼까? 먼저 다가가보세요.,4
그의 환심을 살 수 있을까? 노력하는 데에 따라 다르겠죠.,4
그저 그런 연애 그게 제일 힘들어요.,4
근황이 궁금해 연락해보세요.,4
급 내 짝남 생각나는 일화가. 말씀 해보세요.,4
기념일에 선물 어느정도로 해줘? 지갑이 열릴 수 있는 만큼요.,4
기념일은 언제언제 챙겨? 내키는대로요.,4
기다리는 것도 행복해 네가 오후 네시에 온다면 나는 세시부터 행복해질 거야-어린왕자,4
기다림 속에 갇혀 있어 그 속에서 나오세요.,4
기댈 수 있는 남자 만나고 싶어 서로 기댈 수 있었으면 더 좋을 것 같아요.,4
기댈 수 있는 사람이 이상형이야 서로 기댈 수 있었으면 더 좋을 것 같아요.,4
긴 머리가 잘 어울렸던 그녀 못 잊고 있나봐요.,4
길에서 첫사랑 만났어 세상 참 좁네요.,4
꼬시는 방법 그 사람이 좋아하는 걸 알아보세요.,4
꿈에 나온 여자를 어떻게 찾을 수 있을까? 서울에서 왕서방 찾기네요.,4
꿈에서 썸 나는 남자애가 자꾸 나와 그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?,4
꿈에서 썸 타는 여자애가 나와 그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?,4
꿈에서 자꾸 어떤 남자애가 나와 자기도 모르는 사이에 관심이 생긴 건 아닐까요? 차분히 생각해 보세요.,4
꿈에서 자꾸 어떤 여자애가 나와 자기도 모르는 사이에 관심이 생긴 건 아닐까요? 차분히 생각해 보세요.,4
끝이 보이는 사랑해도 될까? 끝이 바뀔 순 없는 건가봅니다.,4
끼 부리는 사람 어때? 나한테만 부리면 좋아요.,4
나 같이 서로 좋아하는 거 확인하고 사귄 사람 있나. 있지요.,4
나 같이 향기로 좋아하게 되는 사람도 있나? 후각이 예민한 사람은 그런 경우가 많다고 해요.,4
나 그대로를 사랑해줄 사람 있나 분명히 있을 거예요.,4
나 기억했으면 좋겠다 기억할 거예요.,4
나 둘다 좋아하는 것 같애 마음의 방이 두 개 있나봐요.,4
나 또 짝남을 2년동안 좋아하는 건가. 오래 마음을 주는 타입인가봐요.,4
나 뚱뚱한데 좋아하는 남자에게 연락해도 될까? 연락해도 상관없지만 자신을 비하하지는 마세요.,4
나 맨날 놀리는 애가 있는데 나 좋아하는건가? 좋아하고 있을지도 모르겠네요.,4
나 보고 잘 웃는 여자애 나 좋아하는 건가? 직접 알아보는 것이 좋아요.,4
나 부담스러워하면 어쩌지? 좀 더 편안하게 대해보세요.,4
나 사랑에 빠졌죠 행복해보여요.,4
나 사랑하긴 했니? 사랑은 변하는 거예요.,4
나 사랑하는 사람 생겼어 축하해요. 예쁜 사랑하길 바라요.,4
나 사랑할 자격 없는 사람이야 사랑에는 조건이 필요없어요.,4
나 사랑할 준비 됐나? 된 것 같네요.,4
나 사랑해서 만나는 거겠지? 사랑하는지 물어보세요.,4
나 상사병 걸렸나봐 그 사람을 많이 좋아했나봐요.,4
나 설레는데 혹시 썸? 혼자 설레면 짝사랑 같이 설레면 썸입니다.,4
나 쉬운 남자 아니야 서로 존중하는 마음이 중요할 거예요.,4
나 쉬운 사람이라고 생각하면 어쩌지? 그렇게 생각하는 사람 만나지 마세요.,4
나 쉬운 여자 아니야 쉽고 어려운 건 상관 없어요.,4
나 쉽게 보나 나를 무시하지 않고 존중하는지 살펴보세요.,4
나 썸타는 것 같은데 설레발인 부분? 고민 하고 있으면 썸의 가능성이 높겠네요.,4
나 얘를 좋아하는 걸까? 있었던 일을 차분히 생각해봐요.,4
나 어장인듯 어장의 고기어도 좋을지 어장을 나가는 게 좋을지 생각해보세요.,4
나 연락하지 말라고 단호하게 해줘. 절대 연락하지 마세요.,4
나 오늘 심쿵함 오늘 잠 못 이루겠네요.,4
나 왜 사랑할까? 사랑에는 구구절절한 이유가 필요 없어요.,4
나 왜 사랑해? 당신이니까요.,4
나 왜 이렇게 화냈었지? 돌아보면 다그치지 않고 화내지 않아도 될 일이었을 거예요.,4
나 왜 좋아할까? 당신은 당신이란 이유로 이미 그럴 자격이 있어요.,4
나 윗집 남자애 좋아하는 것 같애. 가깝게 살아서 더 좋겠네요.,4
나 자꾸 놀리는 애가 있는데 나 좋아하는건가. 당신에게만 그런다면 좋아할 확률이 있습니다.,4
나 자체를 사랑해줄 사람이 있을까 잘 찾아보세요.,4
나 좀 봐줬으면 좋겠어 사랑을 구걸하지 마세요.,4
나 좀 사랑해줘 사랑합니다!,4
나 좋아하는 남자애 없나봄. 넘 외로워. 좋아하는 사람이 생길 거예요.,4
나 좋아하는 애 떼어내는 방법 좀 알려줘. 미안하지만 확실한 표현을 전하는게 좋겠어요.,4
나 좋아하는 애 생겼나봐. 좋은 소식 아닌가요?,4
나 좋아하는 애가 갑자기 연락을 안하는데 숨은 뜻이 있는건가? 짐작하는 것보다 먼저 연락해 보는게 좋겠어요.,4
나 좋아하는 애가 매일 선톡 걸다가 갑자기 톡을 안함. 이제 먼저 선톡을 해보세요.,4
나 좋아하는 여자애가 없는 듯. 나 왜 사냐. 언젠간 당신을 좋아해주는 사람이 생길 거예요.,4
나 좋아하는 여자애한테 답장이 안와. 바쁘거나 마음이 없는걸지도 모르겠어요.,4
나 진심인데 진심이 꼭 전해질 거예요.,4
나 짝남이 외국인인데 어떡해. 미치겠어. 먼저 친해져보세요.,4
나 처음 연애해봐 새로 해보는 게 많겠어요.,4
나 혼자 썸 타는 부분? 직접적이든 간접적이든 의사를 확실히 밝혀보세요.,4
나 혼자만의 썸일까? 직접적이든 간접적이든 의사를 확실히 밝혀보세요.,4
나는 꼼꼼한데 여친은 안 꼼꼼해. 꼼꼼함을 강요하지 말고 이해해주세요.,4
나는 못난거 같은데 인기있는 여자에게 연락해도 될까? 연락해도 상관없지만 자신을 비하하지는 마세요.,4
나는 못났는데 인기있는 남자에게 연락해도될까? 연락해도 상관없지만 자신을 비하하지는 마세요.,4
나는 못생겼는데 좋아하는 여자에게 연락해도 될까? 연락해도 상관없지만 자신을 비하하지는 마세요.,4
나는 받기만 하는 것 같아 고마움을 표시하고 더 많이 주세요.,4
나는 사랑 표현이 어색한데 여자친구는 너무 적극적인 표현을 원해 적극적으로 표현해주는 게 좋겠죠. 어색하지만 연습해보세요.,4
나는 아직 고백 전인데 소문 나서 짝녀가 알게 됐는데 어떻게 함? 그 사실에 사과하고 늦지 않게 고백하는게 좋을 것 같아요.,4
나는 아직 고백안했는데 소문이 나서 짝남이 알게 됐어. 많이 당황했겠어요.,4
나는 왜 사랑하는 사람에게 잔인했던가 돌아보면 다그치지 않고 화내지 않아도 될 일이었을 거예요.,4
나는 좋아하는데 그 사람은 나를 친구로만 생각해. 이성으로 대하고 싶다고 말해보세요.,4
나도 모르게 니 생각을 하고 있어 무의식이 진심을 말하죠.,4
나도 좋아하는 사람이랑 놀러가고 싶어. 용기를 내서 말해보세요.,4
나도 좋아하는 사람이랑 영화 보고 싶다. 먼저 연락해 보는건 어떨까요?,4
나랑 다른 애들 자꾸 엮는 애가 있는데 얘 나한테 관심있나? 그 사람만이 알고 있을 사실이네요.,4
나랑 딱 맞는 사람이 있을까? 맞춰가기도 하죠.,4
나랑 맨날 엮이는 사람이 있는데 좋아졌어. 부딛히는 일이 많아 호감이 생겼나봐요.,4
나랑 사귈래? 저라도 괜찮다면 좋아요.,4
나랑 썸 타는 줄 알았는데 내 동기랑 사귐. 찔러본 건가봐요.,4
나랑 썸 타던 여자애가 내 친구랑 사귄대 뒷통수 맞았네요.,4
나랑 썸타는 애가 영화보재. 좋은 소식이네요.,4
나랑만 연락하면 썸일 가능성이 높겠죠.,4
나를 떠보는 것 같은 짝남. 떠보는 것보다 직구 날려보세요.,4
나를 보는 거 같아 자꾸 시선을 마주쳐보세요.,4
나를 설레게하는사람 좋아하나봐요.,4
나를 왜 좋아하는 걸까? 당신의 매력이 넘쳐날 거예요.,4
나를 정말 사랑하는 걸까? 사랑 받는 자신이 알겠죠.,4
나를 좋아하는 사람도 있을까? 있을 거예요.,4
나를 좋아하는 사람은 아무도 없을거야. 그건 절대 아닐 거예요.,4
나를 좋아하는 사람을 만나는 건 축복일거야. 서로 사랑하는 건 기적이죠.,4
나를 좋아하는 사람이 있는데 철벽치게 돼요. 좋아하지 않는다면 그럴 수 있어요.,4
나를 좋아하는 애랑 친구 가능? 그건 좀 힘들 것 같아요.,4
나를 좋아하는건 바라지도 않아요. 슬픈 말이에요.,4
나를 좋아하는데 숨기는 사람한테 나도 좋아한다고 어떻게 표현해? 솔직하게 먼저 말하는게 좋아요.,4
나를 좋아하지 않는 그 사람이 너무 미워. 충분히 미워하고 천천히 정리하세요.,4
나를 좋아한다는 사람한테 호감이 생길까요? 꾸준히 만나다보면 생길 수 있어요.,4
나를 진심으로 좋아해주는 사람이 생겼으면 소원이 없겠어. 언젠간 인연이 닿을 거예요.,4
나를 진심으로 좋아해주는 사람이랑 만날 걸. 어떤 선택이든 후회가 남기 마련이지요.,4
나를 친구로서 좋아하는 걸까? 아직 확신하긴 일러요.,4
나만 너무 좋아하는거 같애 더 표현해 달라고 말해보세요.,4
나만 안되는 연애 당신의 인연이 있을거예요.,4
나만 왜 이렇게 사랑이 힘들까 서로 다른 두 사람이 만나는 거라 더 힘든 것 같아요.,4
나만 좋아하는 건가 자괴감 들어. 상대방 마음을 좀 떠봐서 확인해보세요.,4
나만 좋아하는 것 같아 자존감 떨어져. 더 좋아하게 만들면 돼요.,4
나보다 2살 어린 남자를 좋아하는게 비정상이야? 요즘 그 정도 나이 차이는 동갑 수준이에요.,4
나보다 친구들을 더 좋아하는 남친. 사귀다 보면 생각보다 신경 쓰이는 일이에요.,4
나보다 친구들을 더 좋아하는 여친. 사귀다 보면 생각보다 신겨 쓰이는 일이에요.,4
나쁜 사람인 걸 아는데도 좋아하는 마음이 사라지지 않아. 나쁜 사람일수록 끌리기도 하죠.,4
나에 대한 관심이 줄어든 거 같아 연인 사이로 발전할 수 있었던 계기를 살펴보면 서로에 대한 관심이 있었기 때문이라는 걸 잊지 마세요.,4
나에게만 집중했으면 좋겠어 사랑은 강요하는게 아니에요.,4
나이 먹고 짝사랑하는 내가 한심해. 사랑에는 나이가 상관 없어요.,4
나이 차이 많이 나는 남자 어때? 사랑에 나이는 중요하지 않아요.,4
나이 차이 많이 나는 여자 어때? 사랑에 나이는 중요하지 않아요.,4
나이 차이 많이 나는 짝녀에게 고백해도될까? 나이는 문제가 되지 않아요.,4
나이가 많이 차이 나는 연애 어떻게 생각해? 연애에 나이가 대수인가요.,4
나이가 어린데 연애를 해도 될까? 사랑에 나이는 중요하지 않아요.,4
나이들수록 좋아하는게 두려워져요. 겁이 많아지니까요.,4
나이를 먹을수록 새로운 사람 만나는게 두려워. 두려워도 도전한 만큼 좋은 결과 있을 거예요.,4
나이트갔는데 이상형 만났어 축하해요.,4
나한테 관심 없는 거 아는데도 포기가 안돼. 끝을 아는 것도 중요합니다.,4
나한테 관심 있는게 맞을까? 직접적이든 간접적이든 의사를 확실히 밝혀보세요.,4
나한테 관심이 없는 것 같은데 왜 끈을 놓지 못할까? 그만큼 사랑했던 시간이 있으니까요.,4
나한테 너무 잘해줘서 이래도 되나 싶어 존재 자체로 큰 힘이 되어주고 있나봅니다.,4
나한테 뒷모습만 보여줬어 이제 앞모습을 볼 차례네요.,4
나한테 마음 떠난 사람이랑 계속 사귀기? 사랑 받으면서 사세요.,4
나한테 목적 가지고 접근한 거 같아 상처 받으셨겠어요.,4
나한테 배려해줘서 나도 해주고 싶어 보는 만큼 알게 되고 아는 만큼 좋아할 수 있고 좋아하는 만큼 배려해줄 수 있을 거예요.,4
나한테 잘해주는데 썸일까? 호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,4
나한테 질리면 어쩌지 걱정돼 당신의 겉모습이 아닌 진정한 내면의 모습을 보여주세요.,4
나한테도 관심 있어 보이는데 연락해볼까? 먼저 연락해보세요.,4
나한테만 잘해주는 걸까? 주변 사람들한테 물어보는 것도 좋을 것 같아요.,4
나혼자 설레는게 한심해. 설레는 감정을 느끼는 당신이 부러워요.,4
나혼자 설레발 치는게 짜증나. 짝사랑이 그런가봐요.,4
나혼자 짝사랑하는게 점점 현타 와. 짝사랑이 힘들게 하나봐요.,4
난 금사빠라서 오랫동안 좋아하는 사람 보면 신기해. 대단한 일이지요.,4
난 남자인데 남자가 좋아. 동성애를 존중합니다.,4
난 여자인데 남자를 좋아하는게 맞는지 모르겠어. 헷갈릴 때가 있죠.,4
날 사랑하는 이유가 뭘까? 당신 존재 자체만으로 이유가 됩니다.,4
날 좋아하는 사람을 어떻게 하면 저를 좋아하게 만들까요? 그 사람이 좋아하는 것들을 알아보세요.,4
날 좋아하는 여자애가. 다른 사람을 좋아하게 되었나요.,4
날 좋아하던 남자애가 고백이 없는데 맘 접은걸까? 속 마음은 알기 힘들지요.,4
날 좋아하던 여자애가 반응이 없어. 마음을 접은 걸까봐 두려운가요.,4
날 좋아한다는 남자애가 행동이 이상해. 애매하게 행동하나봐요.,4
남녀 학벌차이 많이나면 좀 그런가 학벌 생각보다 별 거 아니에요.,4
남녀간의 소통의 중요성을 다시 한번 깨달았습니다. 서로 공감할 수 있는 이야기가 필요하죠,4
남사친 좋아하는 내가 잘못이지. 잘못은 아니에요.,4
남사친이 나를 좋아하는 것 같은데 어떡함 이성으로 한 번 생각해보세요.,4
남사친이 남자로 느껴질때 있어? 이성이니까 당연히 있죠.,4
남사친이 많은 썸녀 저는 별로요.,4
남사친이 좋아졌어. 자연스러운 감정이에요.,4
남사친이 좋아졌으면 어떡해? 좋아진 이상 이성으로 다가가야죠.,4
남사친이라 쓰고 짝남이라 읽는다. 슬픈 이야기네요.,4
남사친이랑 사귀는 거 가능? 가능해요.,4
남사친이랑 잘 맞아서 카톡이 끊어지지 않는데 이거 그린라이트일까? 편한 친구일 수도 있으니 좀 더 지켜보세요.,4
남사친인데 요즘 관심 가. 친구랑 썸의 중간인 거 같아요.,4
남자가 더 사랑해서 결혼하면 잘 사나요? 잘 살 사람들이면 뭘 하든 잘 살아요.,4
남자가 더 사랑해서 한 결혼 누가 더 사랑하는지는 상관 없어요.,4
남자가 돈을 더 써야하는게 일반적이야? 상황에 따라 다르죠.,4
남자가 먼저 고백해야 해? 고백에 성별은 없어죠.,4
남자가 여자를 좋아하는데 약속을 까먹을 수 있나요? 정말 바빴던게 아니라면 까먹지는 않을 거예요.,4
남자가 여자를 좋아할때 하는 행동이 뭐가 있나요? 연락을 자주 하거나 잘 웃거나 등 다양한 행동에서 나타납니다.,4
남자가 좋아하는 음식이 뭐야? 사람 마다 다릅니다.,4
남자는 먼저 고백하면 관심 사라짐? 이 무슨 이상한 소리죠.,4
남자는 정말 사랑없는 성관계 가능해? 남자든 여자든 다 가능하다고 봅니다.,4
남자는 좋아하는 여자랑 눈 마주치면 어떻게 해? 당황해서 제대로 눈을 못 볼 것 같아요.,4
남자는 좋아하는 여자랑 약속 안 까먹겠죠? 누구든 그럴 거예요.,4
남자는 첫사랑 못 잊어? 여자도 첫사랑 못 잊어요.,4
남자는 호감 없으면 연락 안해? 귀찮으면 연락 안하죠.,4
남자들 직장 내에서 좋아하는 여자 있으면 어떻게 해? 관심을 표현할 거예요.,4
남자들 진심으로 좋아하는데도 이렇게 행동할 수 있나요? 어떤 행동이냐에 따라 달라져요.,4
남자들은 관심 없으면 보통 연락 먼저 안해? 보통 그렇죠.,4
남자들은 몇 년씩 혼자 짝사랑 할 수도 있어? 계속 엄청 좋아하는 게 아니라 좋아했는데 시간이 흐른 거죠.,4
남자들은 여자가 본인 좋아하는거 눈치 못 채나? 다 알고 있을 거예요.,4
남자들은 여자가 자기 좋아하는 거 알게 되면 어떻게 해? 싫지 않다면 받아줘? 그분도 좋아한다면 받아줄 거예요.,4
남자들은 이쁜 여자만 좋아할까요? 사람 취향 차이입니다.,4
남자들은 좋아하는 사람한테만 잘해주고 그래요? 사람 마다 다르겠지만 좋아하는 사람한테 더 잘할 거예요.,4
남자들은 좋아하는 여자가 자기보다 능력이 좋은 경우에 아무리 좋아해도 마음 접고 포기하나요? 절대 능력만 중요하지 않아요.,4
남자들은 좋아하는 여자한테 이럴 수 있어? 어떤 행동이냐에 따라 다르겠지요.,4
남자들은 좋아하면 무조건 답장이 빠른가요? 답할 수 있는 상황이면 빠르죠.,4
남자들이 싫어하는 여자들 특징은 뭘까요. 솔직하지 않을 때를 고를 수도 있겠어요.,4
남자들이 좋아하는 여자들 특징은 뭐야? 사람마다 너무 다를 것 같아요.,4
남자랑 단둘이 술마시는 여자친구를 이해해줘야할까? 이해하기 어려울 거 같아요.,4
남자에게 첫사랑이란? 처음한 사랑,4
